# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2025-02-20)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|Q56ZZ7|2.A.1.1.102	2.A.1.1.102	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q56ZZ7|2.A.1.1.102	31.818	2.38e-35	139	80	gnl|DSMZ|unitig_0|quiver_consensus	2070796	2072148	transporter
gnl|TC-DB|Q0WWW9|2.A.1.1.103	2.A.1.1.103	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q0WWW9|2.A.1.1.103	29.158	7.89e-38	146	83	gnl|DSMZ|unitig_0|quiver_consensus	2070754	2072127	transporter
gnl|TC-DB|P30606|2.A.1.1.104	2.A.1.1.104	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|P30606|2.A.1.1.104	28.659	1.00e-38	150	75	gnl|DSMZ|unitig_0|quiver_consensus	2070778	2072127	transporter
gnl|TC-DB|P32465|2.A.1.1.108	2.A.1.1.108	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P32465|2.A.1.1.108	27.500	8.05e-33	131	82	gnl|DSMZ|unitig_0|quiver_consensus	2070757	2072127	transporter
gnl|TC-DB|P23585|2.A.1.1.111	2.A.1.1.111	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P23585|2.A.1.1.111	30.174	1.35e-42	160	92	gnl|DSMZ|unitig_0|quiver_consensus	2070694	2072127	transporter
gnl|TC-DB|Q9P3U6|2.A.1.1.112	2.A.1.1.112	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9P3U6|2.A.1.1.112	25.210	1.32e-27	115	82	gnl|DSMZ|unitig_0|quiver_consensus	2070781	2072127	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|C4B4V9|2.A.1.1.116	31.673	4.32e-49	178	98	gnl|DSMZ|unitig_0|quiver_consensus	2070655	2072127	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|C4B4V9|2.A.1.1.116	31.673	4.32e-49	178	98	gnl|DSMZ|unitig_0|quiver_consensus	2070655	2072127	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|C4B4V9|2.A.1.1.116	31.673	4.32e-49	178	98	gnl|DSMZ|unitig_0|quiver_consensus	2070655	2072127	transporter
gnl|TC-DB|G4N740|2.A.1.1.117	2.A.1.1.117	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|G4N740|2.A.1.1.117	28.358	4.73e-38	147	82	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|A2R3H2|2.A.1.1.119	2.A.1.1.119	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|A2R3H2|2.A.1.1.119	26.681	8.36e-37	142	90	gnl|DSMZ|unitig_0|quiver_consensus	2070775	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.120	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV3|2.A.1.1.120	31.264	2.35e-63	219	95	gnl|DSMZ|unitig_0|quiver_consensus	2070805	2072127	transporter
gnl|TC-DB|E1WAV4|2.A.1.1.121	2.A.1.1.121	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV4|2.A.1.1.121	28.395	1.88e-49	179	95	gnl|DSMZ|unitig_0|quiver_consensus	2070763	2072127	transporter
gnl|TC-DB|AGG19156.1|2.A.1.1.122	2.A.1.1.122	sorbitol	EX_cpd00588_e0	rxn05648	gnl|TC-DB|AGG19156.1|2.A.1.1.122	28.603	5.43e-33	130	91	gnl|DSMZ|unitig_0|quiver_consensus	2070817	2072127	transporter
gnl|TC-DB|AIU41385.1|2.A.1.1.123	2.A.1.1.123	sorbitol	EX_cpd00588_e0	rxn05648	gnl|TC-DB|AIU41385.1|2.A.1.1.123	29.175	3.27e-42	159	90	gnl|DSMZ|unitig_0|quiver_consensus	2070781	2072127	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q9LT15|2.A.1.1.124	29.730	3.58e-38	147	90	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9LT15|2.A.1.1.124	29.730	3.58e-38	147	90	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q9LT15|2.A.1.1.124	29.730	3.58e-38	147	90	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|C4QVV9|2.A.1.1.125	2.A.1.1.125	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|C4QVV9|2.A.1.1.125	25.506	4.15e-29	119	89	gnl|DSMZ|unitig_0|quiver_consensus	2070787	2072220	transporter
gnl|TC-DB|A8DCT2|2.A.1.1.126	2.A.1.1.126	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|A8DCT2|2.A.1.1.126	26.226	5.86e-23	100	77	gnl|DSMZ|unitig_0|quiver_consensus	2070787	2072127	transporter
gnl|TC-DB|A5Y0C3|2.A.1.1.128	2.A.1.1.128	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A5Y0C3|2.A.1.1.128	25.813	1.24e-18	86.7	94	gnl|DSMZ|unitig_0|quiver_consensus	2070721	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.13	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.13	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.13	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.13	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.13	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.13	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.13	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.13	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|AIU34725.1|2.A.1.1.131	2.A.1.1.131	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|AIU34725.1|2.A.1.1.131	25.708	3.26e-35	137	89	gnl|DSMZ|unitig_0|quiver_consensus	2070817	2072127	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.132	Glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|I1M280|2.A.1.1.132	28.238	4.53e-31	125	86	gnl|DSMZ|unitig_0|quiver_consensus	2070763	2072127	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|OAY61114.1|2.A.1.1.134	26.611	9.44e-25	106	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|OAY61114.1|2.A.1.1.134	26.611	9.44e-25	106	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|OAY61114.1|2.A.1.1.134	26.611	9.44e-25	106	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|OAY61114.1|2.A.1.1.134	26.611	9.44e-25	106	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|OAY61114.1|2.A.1.1.134	26.611	9.44e-25	106	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY27969.1|2.A.1.1.135	2.A.1.1.135	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|OAY27969.1|2.A.1.1.135	27.743	6.02e-30	122	90	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.136	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.136	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.136	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|OAY55788.1|2.A.1.1.136	28.125	1.34e-36	142	88	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072127	transporter
gnl|TC-DB|AKU75155.2|2.A.1.1.137	2.A.1.1.137	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|AKU75155.2|2.A.1.1.137	27.593	2.00e-29	121	83	gnl|DSMZ|unitig_0|quiver_consensus	2070736	2072127	transporter
gnl|TC-DB|P15686|2.A.1.1.14	2.A.1.1.14	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|P15686|2.A.1.1.14	27.950	3.12e-29	120	87	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072121	transporter
gnl|TC-DB|ACV04919|2.A.1.1.141	2.A.1.1.141	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|ACV04919|2.A.1.1.141	22.037	2.37e-08	53.9	86	gnl|DSMZ|unitig_0|quiver_consensus	2070751	2072127	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|O34718|2.A.1.1.26	34.071	5.21e-51	184	92	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|O34718|2.A.1.1.26	34.071	5.21e-51	184	92	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	arsenite	EX_cpd04098_e0	rxn05507	gnl|TC-DB|O34718|2.A.1.1.26	34.071	5.21e-51	184	92	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	gluconate	EX_cpd00222_e0	rxn05571,rxn08609,rxn12363	gnl|TC-DB|O34718|2.A.1.1.26	34.071	5.21e-51	184	92	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	glucosamine	EX_cpd00276_e0	rxn12526	gnl|TC-DB|O34718|2.A.1.1.26	34.071	5.21e-51	184	92	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|O34718|2.A.1.1.26	34.071	5.21e-51	184	92	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|O34718|2.A.1.1.26	34.071	5.21e-51	184	92	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.2	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|O34718|2.A.1.1.26	34.071	5.21e-51	184	92	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|Q01440|2.A.1.1.20	2.A.1.1.20	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q01440|2.A.1.1.20	31.291	1.52e-29	121	79	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|O74969|2.A.1.1.21	2.A.1.1.21	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|O74969|2.A.1.1.21	26.305	1.23e-27	115	85	gnl|DSMZ|unitig_0|quiver_consensus	2070802	2072127	transporter
gnl|TC-DB|O74849|2.A.1.1.22	2.A.1.1.22	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|O74849|2.A.1.1.22	26.611	4.57e-27	113	84	gnl|DSMZ|unitig_0|quiver_consensus	2070802	2072127	transporter
gnl|TC-DB|Q92339|2.A.1.1.23	2.A.1.1.23	gluconate	EX_cpd00222_e0	rxn05571,rxn08609,rxn12363	gnl|TC-DB|Q92339|2.A.1.1.23	25.684	1.21e-25	109	82	gnl|DSMZ|unitig_0|quiver_consensus	2070787	2072127	transporter
gnl|TC-DB|O34718|2.A.1.1.26	2.A.1.1.26	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|O34718|2.A.1.1.26	34.071	5.21e-51	184	92	gnl|DSMZ|unitig_0|quiver_consensus	2070793	2072127	transporter
gnl|TC-DB|P11166|2.A.1.1.28	2.A.1.1.28	arsenite	EX_cpd04098_e0	rxn05507	gnl|TC-DB|P11166|2.A.1.1.28	28.632	8.37e-38	145	92	gnl|DSMZ|unitig_0|quiver_consensus	2070799	2072157	transporter
gnl|TC-DB|P11168|2.A.1.1.29	2.A.1.1.29	glucosamine	EX_cpd00276_e0	rxn12526	gnl|TC-DB|P11168|2.A.1.1.29	29.020	1.42e-41	157	94	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072130	transporter
gnl|TC-DB|P11168|2.A.1.1.29	2.A.1.1.29	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P11168|2.A.1.1.29	29.020	1.42e-41	157	94	gnl|DSMZ|unitig_0|quiver_consensus	2070769	2072130	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.3	D-mannitol	EX_cpd00314_e0	rxn12587	gnl|TC-DB|P15729|2.A.1.1.32	60.460	2.30e-131	416	93	gnl|DSMZ|unitig_0|quiver_consensus	2070829	2072127	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.3	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|P15729|2.A.1.1.32	60.460	2.30e-131	416	93	gnl|DSMZ|unitig_0|quiver_consensus	2070829	2072127	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.3	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P15729|2.A.1.1.32	60.460	2.30e-131	416	93	gnl|DSMZ|unitig_0|quiver_consensus	2070829	2072127	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.3	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|P15729|2.A.1.1.32	60.460	2.30e-131	416	93	gnl|DSMZ|unitig_0|quiver_consensus	2070829	2072127	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.3	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|P15729|2.A.1.1.32	60.460	2.30e-131	416	93	gnl|DSMZ|unitig_0|quiver_consensus	2070829	2072127	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.3	xylitol	EX_cpd00306_e0	rxn12532	gnl|TC-DB|P15729|2.A.1.1.32	60.460	2.30e-131	416	93	gnl|DSMZ|unitig_0|quiver_consensus	2070829	2072127	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.3	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|P15729|2.A.1.1.32	60.460	2.30e-131	416	93	gnl|DSMZ|unitig_0|quiver_consensus	2070829	2072127	transporter
gnl|TC-DB|P32467|2.A.1.1.30	2.A.1.1.30	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P32467|2.A.1.1.30	27.021	8.28e-28	116	79	gnl|DSMZ|unitig_0|quiver_consensus	2070787	2072127	transporter
gnl|TC-DB|P32467|2.A.1.1.30	2.A.1.1.30	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|P32467|2.A.1.1.30	27.021	8.28e-28	116	79	gnl|DSMZ|unitig_0|quiver_consensus	2070787	2072127	transporter
gnl|TC-DB|P15729|2.A.1.1.32	2.A.1.1.32	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|P15729|2.A.1.1.32	60.460	2.30e-131	416	93	gnl|DSMZ|unitig_0|quiver_consensus	2070829	2072127	transporter
