# gapseq version: 1.4.0
# Sequence DB md5sum: 954ab58 (2024-11-06, Bacteria)
# Genome format: nucl
rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
CHOLESTANETETRAOL-26-DEHYDROGENASE-RXN	cytochrome P450 27A1	1.14.15.15/1.14.13.15		UniRef90_C4B644	36.207	4.28e-58	202	98	gnl|DSMZ|unitig_0|quiver_consensus	3328616	3327423	|PWY-6061|	good_blast	NA	rxn03283 rxn03284 rxn13953 rxn14072 rxn14149 rxn14236 rxn14371 rxn15777 rxn15778 rxn25880 	NA	0	1
1.2.1.40-RXN	3alpha,7alpha,12alpha-trihydroxycholestan-26-al 26-hydroxylase	1.14.15.15/1.14.13.15		UniRef90_C4B644	36.207	4.28e-58	202	98	gnl|DSMZ|unitig_0|quiver_consensus	3328616	3327423	|PWY-6061|	good_blast	NA	rxn03283 rxn03284 rxn13953 rxn14072 rxn14149 rxn14236 rxn14371 rxn15777 rxn15778 rxn25880 	NA	0	1
6.2.1.29-RXN	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA ligase	6.2.1.7/6.2.1.29	NA	sp|P19409|BAIB_CLOSV	25.524	3.08e-36	141	98	gnl|DSMZ|unitig_0|quiver_consensus	3286432	3284912	|PWY-6061|	bad_blast	NA	rxn02014 rxn02794 rxn03107 rxn03145 rxn14212 rxn14296 rxn15477 	NA	0	NA
RXN-9797	(25R)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA racemase	5.1.99.4	NA	sp|O06543|AMACR_MYCTU	30.395	1.65e-27	111	86	gnl|DSMZ|unitig_0|quiver_consensus	2675192	2674227	|PWY-6061|	bad_blast	NA	rxn06774 rxn14274 rxn14311 rxn18981 	NA	0	NA
RXN-9798	peroxisomal acyl-coenzyme A oxidase			UniRef50_A0A0H5D1M9	57.031	0.0	672	95	gnl|DSMZ|unitig_0|quiver_consensus	1495957	1494044	|PWY-6061|	good_blast	NA	 	NA	0	1
4.2.1.107-RXN	(24E)-3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA hydratase	4.2.1.107	NA	UniRef50_K8PU55	37.450	1.85e-35	132	98	gnl|DSMZ|unitig_0|quiver_consensus	2016623	2015910	|PWY-6061|	bad_blast	NA	rxn03286 rxn03290 rxn15496 rxn18932 rxn25885 	NA	0	NA
RXN-9799	(24R,25R)-3alpha,7alpha,12alpha,24-tetrahydroxy-5beta-cholestanoyl-CoA dehydrogenase		NA									|PWY-6061|	no_seq_data	NA	 	NA	0	NA
GLYCINE-N-CHOLOYLTRANSFERASE-RXN	choloyl-CoA glycine N-acyltransferase	2.3.1.65	NA									|PWY-6061|	no_blast	NA	rxn02638 rxn02640 rxn03298 rxn14193 rxn14228 rxn25891 	NA	0	NA
RXN-9800	choloyl-CoA taurine N-acyltransferase	2.3.1.65	NA									|PWY-6061|	no_blast	NA	rxn02638 rxn02640 rxn03298 rxn14193 rxn14228 rxn25891 	NA	0	NA
RXN-9840	7alpha-hydroxycholest-4-en-3-one reductase	1.3.1.3/1.3.1.23	NA									|PWY-6061|	no_blast	NA	rxn01588 rxn01900 rxn02039 rxn02070 rxn02636 rxn03291 rxn03294 rxn14099 rxn14291 rxn14379 	NA	0	NA
RXN-9841	5beta-cholestane-3alpha,7alpha-diol 3-dehydrogenase	1.1.1.213	NA	UniRef50_Q8ZH36	34.586	7.22e-44	155	98	gnl|DSMZ|unitig_0|quiver_consensus	3231200	3231988	|PWY-6061|	bad_blast	NA	rxn01793 rxn01794 rxn03292 rxn03293 rxn03295 rxn03296 rxn14124 rxn14176 rxn14375 rxn16865 rxn22725 rxn25841 rxn25879 rxn37152 rxn37153 	NA	0	NA
RXN-9842	5beta-cholestane-3alpha,7alpha-diol 26-hydroxylase	1.14.15.15/1.14.13.15		UniRef90_C4B644	36.207	4.28e-58	202	98	gnl|DSMZ|unitig_0|quiver_consensus	3328616	3327423	|PWY-6061|	good_blast	NA	rxn03283 rxn03284 rxn13953 rxn14072 rxn14149 rxn14236 rxn14371 rxn15777 rxn15778 rxn25880 	NA	0	1
RXN-9843	cytochrome P450 27A1	1.14.15.15/1.14.13.15		UniRef90_C4B644	36.207	4.28e-58	202	98	gnl|DSMZ|unitig_0|quiver_consensus	3328616	3327423	|PWY-6061|	good_blast	NA	rxn03283 rxn03284 rxn13953 rxn14072 rxn14149 rxn14236 rxn14371 rxn15777 rxn15778 rxn25880 	NA	0	1
RXN-9844	(25R)-3alpha,7alpha-dihydroxy-5beta-cholestan-26-al 26-hydroxylase	1.14.15.15/1.14.13.15		UniRef90_C4B644	36.207	4.28e-58	202	98	gnl|DSMZ|unitig_0|quiver_consensus	3328616	3327423	|PWY-6061|	good_blast	NA	rxn03283 rxn03284 rxn13953 rxn14072 rxn14149 rxn14236 rxn14371 rxn15777 rxn15778 rxn25880 	NA	0	1
6.2.1.28-RXN	(25R)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA ligase	6.2.1.28	NA									|PWY-6061|	no_seq_data	NA	rxn03107 rxn14212 	NA	0	NA
RXN-9845	(25R)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA racemase	5.1.99.4	NA	sp|O06543|AMACR_MYCTU	30.395	1.65e-27	111	86	gnl|DSMZ|unitig_0|quiver_consensus	2675192	2674227	|PWY-6061|	bad_blast	NA	rxn06774 rxn14274 rxn14311 rxn18981 	NA	0	NA
RXN-9846	(25S)-3alpha,7alpha-dihydroxy-5beta-cholestanoyl-CoA dehydrogenase		NA									|PWY-6061|	no_seq_data	NA	 	NA	0	NA
RXN-9847	(24E)-3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA hydratase	4.2.1.107	NA	UniRef50_K8PU55	37.450	1.85e-35	132	98	gnl|DSMZ|unitig_0|quiver_consensus	2016623	2015910	|PWY-6061|	bad_blast	NA	rxn03286 rxn03290 rxn15496 rxn18932 rxn25885 	NA	0	NA
RXN-9848	(24R,25R)-3alpha,7alpha,24-trihydroxy-5beta-cholestanoyl-CoA dehydrogenase		NA									|PWY-6061|	no_seq_data	NA	 	NA	0	NA
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A1I2AB44	77.105	6.32e-160	494	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283373	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A5K7YLU6	47.354	1.91e-99	321	97	gnl|DSMZ|unitig_0|quiver_consensus	3284509	3283397	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A916I3L8	46.597	9.32e-86	281	98	gnl|DSMZ|unitig_0|quiver_consensus	3284506	3283376	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A2H5ZIS1	41.299	1.17e-71	240	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283373	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A1H4U563	42.287	7.75e-71	238	98	gnl|DSMZ|unitig_0|quiver_consensus	3284497	3283370	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_N1MET3	42.188	1.32e-67	229	97	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283409	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A7K4YUI6	35.429	3.68e-63	216	95	gnl|DSMZ|unitig_0|quiver_consensus	3284422	3283424	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A197JD48	32.368	6.98e-59	206	85	gnl|DSMZ|unitig_0|quiver_consensus	3284509	3283424	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A1F5UNE2	39.155	1.18e-59	205	95	gnl|DSMZ|unitig_0|quiver_consensus	3284476	3283424	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A0J6VS09	33.503	3.80e-59	205	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283424	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A3C1CKS4	39.623	3.52e-58	202	89	gnl|DSMZ|unitig_0|quiver_consensus	3284524	3283436	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9850	chenodeoxycholoyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A2E3K3Y8	34.264	3.71e-58	202	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283376	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
RXN-9851	chenodeoxycholoyl-CoA glycine N-acyltransferase	2.3.1.65	NA									|PWY-6061|	no_blast	NA	rxn02638 rxn02640 rxn03298 rxn14193 rxn14228 rxn25891 	NA	0	NA
RXN-9852	chenodeoxycholoyl-CoA taurine N-acyltransferase	2.3.1.65	NA									|PWY-6061|	no_blast	NA	rxn02638 rxn02640 rxn03298 rxn14193 rxn14228 rxn25891 	NA	0	NA
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A1I2AB44	77.105	6.32e-160	494	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283373	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A5K7YLU6	47.354	1.91e-99	321	97	gnl|DSMZ|unitig_0|quiver_consensus	3284509	3283397	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A916I3L8	46.597	9.32e-86	281	98	gnl|DSMZ|unitig_0|quiver_consensus	3284506	3283376	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A2H5ZIS1	41.299	1.17e-71	240	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283373	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A1H4U563	42.287	7.75e-71	238	98	gnl|DSMZ|unitig_0|quiver_consensus	3284497	3283370	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_N1MET3	42.188	1.32e-67	229	97	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283409	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A7K4YUI6	35.429	3.68e-63	216	95	gnl|DSMZ|unitig_0|quiver_consensus	3284422	3283424	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A197JD48	32.368	6.98e-59	206	85	gnl|DSMZ|unitig_0|quiver_consensus	3284509	3283424	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A1F5UNE2	39.155	1.18e-59	205	95	gnl|DSMZ|unitig_0|quiver_consensus	3284476	3283424	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A0J6VS09	33.503	3.80e-59	205	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283424	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A3C1CKS4	39.623	3.52e-58	202	89	gnl|DSMZ|unitig_0|quiver_consensus	3284524	3283436	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
2.3.1.176-RXN	choloyl-CoA:propanoyl-CoA C-acyltransferase	2.3.1.176/2.3.1.154		UniRef50_A0A2E3K3Y8	34.264	3.71e-58	202	99	gnl|DSMZ|unitig_0|quiver_consensus	3284512	3283376	|PWY-6061|	good_blast	NA	rxn02639 rxn03636 rxn14138 rxn17468 rxn23122 rxn25889 rxn27505 	NA	0	1
FARNESYLTRANSTRANSFERASE-RXN	geranylgeranyl diohosphate synthase	2.5.1.29		UniRef90_O06428	46.732	1.35e-69	233	91	gnl|DSMZ|unitig_0|quiver_consensus	472378	473292	|PWY-6659|	good_blast	NA	rxn01486 rxn34024 	NA	0	1
RXN-10632	fusicocca-2,10(14)-diene synthase	4.2.3.43	NA									|PWY-6659|	no_seq_data	NA	rxn15987 	NA	0	NA
RXN-15599	RXN-15599		NA									|PWY-6659|	no_seq_data	NA	 	NA	0	NA
RXN-15600	fusicocca-2,10(14)-diene-8beta,16-diol dioxygenase		NA									|PWY-6659|	no_seq_data	NA	 	NA	0	NA
RXN-15601	8beta-hydroxyfusicocca-1,10(14)-dien-16-al reductase		NA									|PWY-6659|	no_seq_data	NA	 	NA	0	NA
RXN-15602	RXN-15602		NA									|PWY-6659|	no_seq_data	NA	 	NA	0	NA
RXN-15603	fusicoccin P dimethylallyltransferase		NA									|PWY-6659|	no_seq_data	NA	 	NA	0	NA
RXN-15604	RXN-15604		NA									|PWY-6659|	no_seq_data	NA	 	NA	0	NA
RXN-12651	1-deoxypentalenate 11-hydroxylase	1.14.11.35	NA									|PWY-6915|	no_blast	NA	 	NA	0	NA
PENTALENENE-SYNTHASE-RXN	pentalenene synthase	4.2.3.7/4.6.1.5	NA									|PWY-6915|	no_blast	NA	rxn01656 	NA	0	NA
RXN-12649	pentalenene oxygenase	1.14.15.32/1.14.13.133	NA	sp|Q82IY3|PTLI_STRAW	27.049	1.05e-28	117	76	gnl|DSMZ|unitig_0|quiver_consensus	3096919	3098013	|PWY-6915|	bad_blast	NA	rxn16653 rxn16654 rxn16655 	NA	0	NA
RXN-12650	pantalen-13-ol oxygenase	1.14.15.32/1.14.13.133	NA	sp|Q82IY3|PTLI_STRAW	27.049	1.05e-28	117	76	gnl|DSMZ|unitig_0|quiver_consensus	3096919	3098013	|PWY-6915|	bad_blast	NA	rxn16653 rxn16654 rxn16655 	NA	0	NA
RXN-12652	pantalen-13-al oxygenase		NA	sp|Q82IY3|PTLI_STRAW	27.049	1.05e-28	117	76	gnl|DSMZ|unitig_0|quiver_consensus	3096919	3098013	|PWY-6915|	bad_blast	NA	 	NA	0	NA
RXN-12653	pentalenolactone synthase	1.14.19.8/1.3.7.10	NA	sp|E3VWJ9|PENM_STREX	29.877	1.88e-39	147	97	gnl|DSMZ|unitig_0|quiver_consensus	3328592	3327432	|PWY-6915|	bad_blast	NA	 	NA	0	NA
RXN-12655	pentalenolactone D dioxygenase		NA									|PWY-6915|	no_blast	NA	 	NA	0	NA
RXN-12654	1-deoxy-11-oxopentalenate oxygenase	1.14.13.170	NA									|PWY-6915|	no_blast	NA	 	NA	0	NA
RXN-12658	11beta-hydroxy-1-deoxypentalante dehydrogenase	1.1.1.340	NA	sp|Q82IY9|PTLF_STRAW	31.390	1.80e-15	73.2	92	gnl|DSMZ|unitig_0|quiver_consensus	3105201	3104572	|PWY-6915|	bad_blast	NA	 	NA	0	NA
RXN-12660	pentalenolactone D dioxygenase	1.14.11.36	NA									|PWY-6915|	no_blast	NA	 	NA	0	NA
RXN-12651	1-deoxypentalenate 11-hydroxylase	1.14.11.35	NA									|PWY-6919|	no_blast	NA	 	NA	0	NA
PENTALENENE-SYNTHASE-RXN	pentalenene synthase	4.2.3.7/4.6.1.5	NA									|PWY-6919|	no_blast	NA	rxn01656 	NA	0	NA
RXN-12649	pentalenene oxygenase	1.14.15.32/1.14.13.133	NA	sp|Q82IY3|PTLI_STRAW	27.049	1.05e-28	117	76	gnl|DSMZ|unitig_0|quiver_consensus	3096919	3098013	|PWY-6919|	bad_blast	NA	rxn16653 rxn16654 rxn16655 	NA	0	NA
RXN-12650	pentalen-13-ol oxygenase	1.14.15.32/1.14.13.133	NA	sp|Q82IY3|PTLI_STRAW	27.049	1.05e-28	117	76	gnl|DSMZ|unitig_0|quiver_consensus	3096919	3098013	|PWY-6919|	bad_blast	NA	rxn16653 rxn16654 rxn16655 	NA	0	NA
RXN-12652	pentalen-13-al oxygenase		NA	sp|Q82IY3|PTLI_STRAW	27.049	1.05e-28	117	76	gnl|DSMZ|unitig_0|quiver_consensus	3096919	3098013	|PWY-6919|	bad_blast	NA	 	NA	0	NA
RXN-12658	11beta-hydroxy-1-deoxypentalante dehydrogenase	1.1.1.340	NA	sp|Q82IY9|PTLF_STRAW	31.390	1.80e-15	73.2	92	gnl|DSMZ|unitig_0|quiver_consensus	3105201	3104572	|PWY-6919|	bad_blast	NA	 	NA	0	NA
RXN-12661	1-deoxy-11-oxopentalenate monooxygenase (neopentalenolactone D producing)	1.14.13.171	NA									|PWY-6919|	no_blast	NA	 	NA	0	NA
RXN-12662	neopentalenolactone D dioxygenase		NA									|PWY-6919|	no_blast	NA	 	NA	0	NA
RXN-12663	neopentalenolactone E dioxygenase		NA									|PWY-6919|	no_blast	NA	 	NA	0	NA
RXN-12664	RXN-12664		NA									|PWY-6919|	spontaneous	NA	 	NA	0	NA
RXNMETA-12666	1-deoxypentalenate 1-hydroxylase	1.14.15.11	NA	sp|Q825I8|CYP28_STRAW	36.292	1.81e-52	186	92	gnl|DSMZ|unitig_0|quiver_consensus	3328547	3327432	|PWY-6919|	bad_blast	NA	 	NA	0	NA
RXN-12789	sitosterol dehydrogenase	1.1.1.145	NA									|PWY-6948|	no_blast	NA	rxn01337 rxn01339 rxn01586 rxn01587 rxn01809 rxn01810 rxn02038 rxn02040 rxn02272 rxn02385 rxn02386 rxn02905 rxn02906 rxn03198 rxn03199 rxn03317 rxn03319 rxn16758 rxn16804 rxn16856 rxn23108 rxn23150 rxn23184 rxn24245 rxn26980 rxn26982 rxn28279 	NA	0	NA
RXN-12790	3-oxo-24-ethyl-cholest-5-ene isomerase	5.3.3.1		UniRef90_P22637	32.869	4.12e-67	233	89	gnl|DSMZ|unitig_0|quiver_consensus	137215	135776	|PWY-6948|	good_blast	NA	rxn01337 rxn01339 rxn01586 rxn01587 rxn01809 rxn01810 rxn01914 rxn02038 rxn02040 rxn02385 rxn02386 rxn02905 rxn02906 rxn03198 rxn03199 rxn03317 rxn03319 rxn07271 rxn16758 rxn16802 rxn23109 rxn23185 rxn26981 rxn26983 rxn27218 rxn28280 	NA	0	1
RXN-12788	3-oxo-24-ethyl-cholest-4-ene C-26 monooxygenase		NA									|PWY-6948|	no_seq_data	NA	 	NA	0	NA
RXN-12787	3-oxo-24-ethyl-26-hydroxy-cholest-4-ene dehydrogenase		NA									|PWY-6948|	no_seq_data	NA	 	NA	0	NA
RXN-12784	3-oxo-24-ethyl-cholest-4-en-26-oyl-CoA dehydrogenase		NA									|PWY-6948|	no_seq_data	NA	 	NA	0	NA
RXN-12785	3-oxo-24-ethyl-cholest-4-en-26-oate:CoA ligase		NA									|PWY-6948|	no_seq_data	NA	 	NA	0	NA
RXN-12782	3-oxo-24-ethyl-cholest-4,24-dien-26-oyl-CoA carboxylase		NA									|PWY-6948|	no_seq_data	NA	 	NA	0	NA
RXN-12781	3-oxo-24-(isopropanoate)-cholest-4,24-dien-26-oyl-CoA hydrolase		NA									|PWY-6948|	no_seq_data	NA	 	NA	0	NA
RXN-12780	3,24-dioxo-cholest-4-en-26-oate:CoA ligase		NA									|PWY-6948|	no_seq_data	NA	 	NA	0	NA
